,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf,param_clf__metric,param_clf__n_neighbors,param_clf__weights,param_mrmr,param_pca,param_sg,param_clf__C,param_clf__kernel,param_clf__solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,mean_test_score,std_test_score,rank_test_score
0,0.3742988407611847,0.0069172898949379094,0.09229624271392822,0.008809219732286495,"KNeighborsClassifier(metric='euclidean', n_neighbors=3)",euclidean,3.0,uniform,passthrough,passthrough,"SavitzkyGolayTransformer(deriv=1, polyorder=1, window_length=201)",,,,"{'clf': KNeighborsClassifier(metric='euclidean', n_neighbors=3), 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'uniform', 'mrmr': 'passthrough', 'pca': 'passthrough', 'sg': SavitzkyGolayTransformer(deriv=1, polyorder=1, window_length=201)}",0.8496810207336523,0.8910486573530052,0.8189602646124385,0.8747497497497497,0.8691354397876138,0.8465303448140976,0.8647318547204131,0.8516490819122398,0.8583108017104013,0.02033010231447471,19
1,0.3560684621334076,0.013157978804933114,0.0785571038722992,0.007134416130437678,"KNeighborsClassifier(metric='euclidean', n_neighbors=3)",euclidean,3.0,distance,passthrough,passthrough,"SavitzkyGolayTransformer(deriv=1, polyorder=1, window_length=201)",,,,"{'clf': KNeighborsClassifier(metric='euclidean', n_neighbors=3), 'clf__metric': 'euclidean', 'clf__n_neighbors': 3, 'clf__weights': 'distance', 'mrmr': 'passthrough', 'pca': 'passthrough', 'sg': SavitzkyGolayTransformer(deriv=1, polyorder=1, window_length=201)}",0.8683545986177565,0.9044207250728991,0.8193356399878139,0.8957707707707707,0.878394699046873,0.8712887989203779,0.8581529073519921,0.8450701345438187,0.8675985342890377,0.025510662309973214,13
2,0.35303667187690735,0.03234135858374502,0.09159106016159058,0.024546335652138405,"KNeighborsClassifier(metric='euclidean', n_neighbors=3)",euclidean,5.0,uniform,passthrough,passthrough,"SavitzkyGolayTransformer(deriv=1, polyorder=1, window_length=201)",,,,"{'clf': KNeighborsClassifier(metric='euclidean', n_neighbors=3), 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'uniform', 'mrmr': 'passthrough', 'pca': 'passthrough', 'sg': SavitzkyGolayTransformer(deriv=1, polyorder=1, window_length=201)}",0.8332668793195108,0.8926589633111373,0.8433433433433433,0.8886386386386386,0.8648811855333595,0.8561457294294823,0.830037747657885,0.8445589498221078,0.856691429631933,0.022265877275371028,20
3,0.3760460913181305,0.009387572593658263,0.08147674798965454,0.01738563557080635,"KNeighborsClassifier(metric='euclidean', n_neighbors=3)",euclidean,5.0,distance,passthrough,passthrough,"SavitzkyGolayTransformer(deriv=1, polyorder=1, window_length=201)",,,,"{'clf': KNeighborsClassifier(metric='euclidean', n_neighbors=3), 'clf__metric': 'euclidean', 'clf__n_neighbors': 5, 'clf__weights': 'distance', 'mrmr': 'passthrough', 'pca': 'passthrough', 'sg': SavitzkyGolayTransformer(deriv=1, polyorder=1, window_length=201)}",0.8405768208399788,0.9019182225703966,0.8390890890890891,0.9096596596596597,0.8648811855333595,0.8809041835357625,0.8474862602436973,0.8379800024536866,0.8653119279907038,0.02718983603547825,15
4,0.3474903106689453,0.028364308464219806,0.09508699178695679,0.0192890278784115,"KNeighborsClassifier(metric='euclidean', n_neighbors=3)",euclidean,7.0,uniform,passthrough,passthrough,"SavitzkyGolayTransformer(deriv=1, polyorder=1, window_length=201)",,,,"{'clf': KNeighborsClassifier(metric='euclidean', n_neighbors=3), 'clf__metric': 'euclidean', 'clf__n_neighbors': 7, 'clf__weights': 'uniform', 'mrmr': 'passthrough', 'pca': 'passthrough', 'sg': SavitzkyGolayTransformer(deriv=1, polyorder=1, window_length=201)}",0.8610446570972886,0.8997910954432694,0.8079492536014276,0.8980393436915176,0.8173499586543065,0.8460071583641378,0.8083157307985683,0.7697726250357829,0.8385337278357874,0.04312968271502086,24
5,0.37340089678764343,0.014465249387156806,0.09186375141143799,0.01753625269022109,"KNeighborsClassifier(metric='euclidean', n_neighbors=3)",euclidean,7.0,distance,passthrough,passthrough,"SavitzkyGolayTransformer(deriv=1, polyorder=1, window_length=201)",,,,"{'clf': KNeighborsClassifier(metric='euclidean', n_neighbors=3), 'clf__metric': 'euclidean', 'clf__n_neighbors': 7, 'clf__weights': 'distance', 'mrmr': 'passthrough', 'pca': 'passthrough', 'sg': SavitzkyGolayTransformer(deriv=1, polyorder=1, window_length=201)}",0.8544657097288676,0.9090503547025286,0.8327077077077077,0.9227977977977977,0.8648811855333595,0.8816351776878093,0.8126063486475387,0.8372490083016398,0.8644241612634062,0.03574927510902268,16
6,0.3261649012565613,0.04142092348016821,0.09382671117782593,0.018384083895616722,"KNeighborsClassifier(metric='euclidean', n_neighbors=3)",euclidean,9.0,uniform,passthrough,passthrough,"SavitzkyGolayTransformer(deriv=1, polyorder=1, window_length=201)",,,,"{'clf': KNeighborsClassifier(metric='euclidean', n_neighbors=3), 'clf__metric': 'euclidean', 'clf__n_neighbors': 9, 'clf__weights': 'uniform', 'mrmr': 'passthrough', 'pca': 'passthrough', 'sg': SavitzkyGolayTransformer(deriv=1, polyorder=1, window_length=201)}",0.840421761474393,0.8955368411890151,0.8079492536014276,0.8841504548026288,0.8039778909344126,0.8109023254904262,0.8252410569344207,0.7417034719666298,0.8262353820491692,0.04551045866686496,27
7,0.3516937494277954,0.01438484043637671,0.08484110236167908,0.010919705237407885,"KNeighborsClassifier(metric='euclidean', n_neighbors=3)",euclidean,9.0,distance,passthrough,passthrough,"SavitzkyGolayTransformer(deriv=1, polyorder=1, window_length=201)",,,,"{'clf': KNeighborsClassifier(metric='euclidean', n_neighbors=3), 'clf__metric': 'euclidean', 'clf__n_neighbors': 9, 'clf__weights': 'distance', 'mrmr': 'passthrough', 'pca': 'passthrough', 'sg': SavitzkyGolayTransformer(deriv=1, polyorder=1, window_length=201)}",0.8386275031011873,0.8955368411890151,0.8394644644644644,0.9160410410410411,0.8648811855333595,0.8677291752234544,0.8457260067671967,0.8306700609332188,0.8623345347816171,0.028253130612426052,17
8,0.33861032128334045,0.02616155587566818,0.6105480194091797,0.06769473309975754,"KNeighborsClassifier(metric='euclidean', n_neighbors=3)",manhattan,3.0,uniform,passthrough,passthrough,"SavitzkyGolayTransformer(deriv=1, polyorder=1, window_length=201)",,,,"{'clf': KNeighborsClassifier(metric='euclidean', n_neighbors=3), 'clf__metric': 'manhattan', 'clf__n_neighbors': 3, 'clf__weights': 'uniform', 'mrmr': 'passthrough', 'pca': 'passthrough', 'sg': SavitzkyGolayTransformer(deriv=1, polyorder=1, window_length=201)}",0.8446305156831472,0.8909072115593855,0.8379956042999521,0.9388138138138138,0.9124124124124124,0.8862289503021769,0.8778897494572552,0.9022001390422443,0.8863847995712985,0.03133277027505638,6
9,0.3670388460159302,0.04052710942281216,0.6543174982070923,0.06860617666120722,"KNeighborsClassifier(metric='euclidean', n_neighbors=3)",manhattan,3.0,distance,passthrough,passthrough,"SavitzkyGolayTransformer(deriv=1, polyorder=1, window_length=201)",,,,"{'clf': KNeighborsClassifier(metric='euclidean', n_neighbors=3), 'clf__metric': 'manhattan', 'clf__n_neighbors': 3, 'clf__weights': 'distance', 'mrmr': 'passthrough', 'pca': 'passthrough', 'sg': SavitzkyGolayTransformer(deriv=1, polyorder=1, window_length=201)}",0.8633040935672515,0.8892969056012535,0.8455031118074597,0.9388138138138138,0.9200613657135396,0.9067139001349528,0.8778897494572552,0.9087790864106654,0.8937952533132739,0.028816332346182225,4
